,Year,Site country,Location,Latitude,Longitude,Soil information recorded in the paper,pH (surface layer),Crop,Sowing year,Harvest year,Yield of CT,Yield of NT,Sowing month,Harvesting month,P,E,PB,Tave,Tmax,Tmin,ST
135,2012,India,"Ludhiana, Punjab Agricultural Research Farm",30.9,75.8,loamy sand, ,wheat.winter,2006,2007,4110.0,3930.0,12,5,266.9000057,553.9888433,-287.089,26.13333337,39.39245999,5.029379568,Loam
136,2012,India,"Ludhiana, Punjab Agricultural Research Farm",30.9,75.8,loamy sand, ,wheat.winter,2006,2007,4247.0,3877.0,12,5,266.9000057,553.9888433,-287.089,26.13333337,39.39245999,5.029379568,Loam
137,1998,Canada,"British Columbia, Dawson Creek",55.7,-120.35,silt loam, ,barley.spring,1993,1993,2880.0,1740.0,5,9,319.1,361.006,-41.906,10.72,19.18953,2.33038,Loam
138,2009,Canada,"Saskatchewan, Central Butte",50.78,-106.5,available, ,wheat.spring,2005,2005,2460.0,2430.0,5,9,320.3,401.257,-80.957,14.54,25.24008,3.02664,Loam
139,2009,Canada,"Saskatchewan, Central Butte",50.78,-106.5,available, ,wheat.spring,2007,2007,2620.0,2400.0,5,9,211.8,422.586,-210.786,14.74,29.52203,3.62106,Loam
140,2009,Canada,"Saskatchewan, Rosthern",50.78,-106.5,available, ,wheat.spring,2006,2006,3260.0,3290.0,5,9,272.1,438.216,-166.116,16.18,26.91783,5.66977,Loam
141,2009,Canada,"Saskatchewan, Rosthern",50.78,-106.5,available, ,wheat.spring,2007,2007,1770.0,1980.0,5,9,211.8,422.586,-210.786,14.74,29.52203,3.62106,Loam
142,2009,Canada,"Saskatchewan, Tisdale",50.78,-106.5,available, ,wheat.spring,2006,2006,2240.0,1920.0,5,9,272.1,438.216,-166.116,16.18,26.91783,5.66977,Loam
143,2009,Canada,"Saskatchewan, Tisdale",50.78,-106.5,available, ,wheat.spring,2007,2007,1710.0,1880.0,5,9,211.8,422.586,-210.786,14.74,29.52203,3.62106,Loam
144,2003,UK,Wye,51.17,0.93,silt loam,5.8,maize,1999,1999,7500.0,6900.0,4,10,335.9,402.353,-66.453,15.15714,22.07938,8.1423,Loam
145,2003,UK,Wye,51.17,0.93,silt loam,5.8,maize,1999,1999,8200.0,7400.0,4,10,335.9,402.353,-66.453,15.15714,22.07938,8.1423,Loam
146,2012,Iran,"Rasht, Guilan Province Agricultural and Natural Resources Research Center",37.45,49.62,sandy loam,7.35,maize,2010,2010,17100.0,13800.0,4,8,282.3,541.086,-258.786,23.9,31.85996,9.87071,Clay loam
147,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,barley.spring,1994,1994,3150.0,3610.0,5,9,269.0,390.479,-121.479,14.66,22.76542,3.76857,Clay loam
148,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,barley.spring,1995,1995,4280.0,4160.0,5,9,213.1,409.975,-196.875,14.64,23.95812,3.55895,Clay loam
149,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,barley.spring,1996,1996,4020.0,3360.0,5,9,270.6,387.566,-116.966,14.08,24.70429,2.15221,Clay loam
150,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,barley.spring,1997,1997,3070.0,2920.0,5,9,255.5,393.437,-137.937,15.18,24.67794,2.59849,Clay loam
151,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,wheat.spring,1994,1994,3460.0,3960.0,5,9,268.9999981,390.4791039,-121.479,14.66000004,22.76541827,3.768566009,Clay loam
152,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,wheat.spring,1995,1995,4660.0,4500.0,5,9,213.0999993,409.9745296,-196.875,14.63999996,23.95811971,3.558947655,Clay loam
153,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,wheat.spring,1996,1996,4860.0,5200.0,5,9,270.6000023,387.5657813,-116.966,14.07999983,24.70429254,2.152213312,Clay loam
154,2000,Canada,"Saskatchewan, Melfort",52.85,-104.6,silty clay loam, ,wheat.spring,1997,1997,4990.0,5100.0,5,9,255.5000076,393.4365098,-137.937,15.18000011,24.6779352,2.598487608,Clay loam
155,2000,India,"Uttarakhand, Pantnagar (Govind Ballabh Pant University of Agriculture and Technology)",29.02,79.49,silty clay loam, ,wheat.winter,1992,1993,3550.0,3130.0,11,3,183.2,356.671,-173.471,23.24,27.59334,9.27594,Loam
156,2000,India,"Uttarakhand, Pantnagar (Govind Ballabh Pant University of Agriculture and Technology)",29.02,79.49,silty clay loam, ,wheat.winter,1993,1994,4990.0,3650.0,11,3,25.6,348.575,-322.975,24.58,31.62304,9.87624,Loam
157,2010,USA,"Alabama, Shorter",32.42,-85.88,sandy loam, ,cotton,2004,2004,1110.0,917.0,5,11,716.6,619.027,97.573,22.9,33.52886,10.81742,Clay loam
158,2010,USA,"Alabama, Shorter",32.42,-85.88,sandy loam, ,cotton,2005,2005,1536.0,1547.0,5,11,630.0,636.273,-6.272,23.05714,32.78787,7.81104,Clay loam
159,2010,USA,"Alabama, Shorter",32.42,-85.88,sandy loam, ,cotton,2006,2006,774.0,855.0,5,11,622.9,654.105,-31.205,22.95714,35.26952,5.14283,Clay loam
160,2010,USA,"Alabama, Crossville",34.28,-85.97,sandy loam,6.3,maize,2001,2001,21900.0,10400.0,4,9,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
161,2010,USA,"Alabama, Crossville",34.28,-85.97,sandy loam,6.3,maize,2002,2002,19700.0,14300.0,4,9,834.0,629.7,204.3,22.76667,32.11294,11.09104,Loam
162,2010,USA,"Alabama, Crossville",34.28,-85.97,sandy loam,6.3,maize,2003,2003,10900.0,8300.0,4,9,837.3,580.529,256.771,21.95,31.50594,8.81776,Loam
163,1985,UK,"Edinburgh (Thornton Mains farm, 10 km SE of Edinburgh)",55.94,-3.21,sandy loam,6,barley.winter,1981,1982,6300.0,5970.0,10,6,739.3000145,259.2143014,480.086,6.333333241,15.0189209,-4.704315186,Sandy loam
164,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,maize,1993,1993,2780.0,1690.0,10,4,598.3,837.715,-239.415,29.97143,31.69535,19.33568,Clay loam
165,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,sorghum,1991,1991,2270.0,2240.0,12,6,981.5,684.744,296.756,27.22857,30.36019,18.27191,Clay loam
166,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,soybean,1989,1990,2150.0,2090.0,11,5,1043.0,792.601,250.399,28.38571,32.43272,17.13706,Clay loam
167,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,soybean,1990,1991,2710.0,2340.0,11,5,1063.3,771.358,291.942,29.24286,31.17334,19.53539,Clay loam
168,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,soybean,1991,1992,2510.0,2460.0,11,5,1035.8,733.253,302.547,28.41429,30.36019,18.70055,Clay loam
169,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,sunflower,1992,1992,1380.0,1100.0,12,5,719.5,695.084,24.416,29.61667,31.29821,16.73386,Clay loam
170,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,wheat.spring,1989,1989,1460.0,1560.0,3,8,595.2,415.619,179.581,22.81667,29.05759,14.52299,Clay loam
171,1996,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,wheat.spring,1990,1990,1440.0,1400.0,3,8,552.4,434.643,117.757,22.55,30.76461,13.45217,Clay loam
172,2006,Argentina,"Buenos Aires province, Partido de Esteban Echeverría",-34.84,-58.47,Mollisol soil, ,maize,1999,2000,2800.0,4200.0,10,4,722.6,683.012,39.588,22.67143,30.72099,10.55833,Clay loam
173,2006,Argentina,"Buenos Aires province, Partido de Esteban Echeverría",-34.84,-58.47,Mollisol soil, ,soybean,1998,1999,2500.0,1500.0,11,4,631.9,607.016,24.884,22.65,27.86424,9.55986,Clay loam
174,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,sorghum,1990,1990,470.0,1070.0,5,9,177.3,502.673,-325.373,22.26,35.70446,10.12735,Loam
175,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,sorghum,1991,1991,2990.0,4020.0,5,9,419.5,508.094,-88.594,21.72,31.10949,12.64705,Loam
176,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,sorghum,1993,1993,2600.0,3600.0,5,9,317.2,539.526,-222.326,22.06,33.18162,10.80618,Loam
177,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,sorghum,1994,1994,3200.0,4180.0,5,9,343.2,541.615,-198.415,22.66,35.1396,12.22302,Loam
178,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,sorghum,1995,1995,2320.0,3320.0,5,9,369.9,501.681,-131.781,21.56,33.92281,10.25555,Loam
179,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1990,1990,2870.0,1990.0,10,6,349.1,575.219,-226.119,12.95556,31.10949,-6.43165,Loam
180,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1991,1991,1850.0,1460.0,10,6,520.1,568.23,-48.13,12.84444,29.11494,-3.41678,Loam
181,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1992,1992,3800.0,3260.0,10,6,303.8,588.327,-284.527,12.24444,31.3493,-4.446,Loam
182,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1993,1993,1510.0,2070.0,10,6,412.0,593.079,-181.079,12.77778,35.1396,-4.95282,Loam
183,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1994,1994,2110.0,1910.0,10,6,365.7,561.391,-195.691,13.21111,29.86785,-2.15497,Loam
184,2002,USA,"Texas, Bushland",35.18,-102.08,clay loam,7.7,wheat.winter,1995,1995,280.0,800.0,10,6,167.2,596.24,-429.04,13.71111,32.22011,-6.12318,Loam
185,1993,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)",33.69,-101.83,clay loam,7.7,cotton,1987,1987,870.0,1020.0,5,10,480.0,551.749,-71.749,22.01667,32.33449,8.65994,Sandy loam
186,1993,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)",33.69,-101.83,clay loam,7.7,cotton,1988,1988,460.0,630.0,5,10,327.2,548.268,-221.068,22.05,32.34307,8.85255,Sandy loam
187,2018,USA,Illinois,40.92,-90.72,available,4.9 to 5.1,maize,2012,2012,8752.0,7706.0,5,10,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
188,2018,USA,Illinois,40.92,-90.72,available,4.9 to 5.1,maize,2013,2013,10128.0,8202.0,5,10,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
189,2018,USA,Illinois,40.92,-90.72,available,4.9 to 5.1,maize,2014,2014,14862.0,13266.0,5,10,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
190,2018,USA,Illinois,40.92,-90.72,available,4.9 to 5.1,maize,2015,2015,15303.0,14642.0,5,10,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
191,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,maize,2012,2012,13596.0,14202.0,5,10,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
192,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,maize,2013,2013,13211.0,12440.0,5,10,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
193,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,maize,2014,2014,15028.0,13651.0,5,10,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
194,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,maize,2015,2015,15138.0,14807.0,5,10,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
195,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,maize,2012,2012,14147.0,14202.0,5,10,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
196,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,maize,2013,2013,14532.0,13156.0,5,10,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
197,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,maize,2014,2014,15083.0,13266.0,5,10,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
198,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,maize,2015,2015,15578.0,15193.0,5,10,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
199,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,soybean,2012,2012,4404.0,4239.0,5,10,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
200,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,soybean,2013,2013,4018.0,3853.0,5,10,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
201,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,soybean,2014,2014,4239.0,3908.0,5,10,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
202,2018,USA,Illinois,40.92,-90.72,available,5.8 to 6,soybean,2015,2015,5284.0,4789.0,5,10,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
203,2018,USA,Illinois,40.92,-90.72,available,6.9 to 7.3,soybean,2012,2012,4285.0,3798.0,5,10,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
204,2018,USA,Illinois,40.92,-90.72,available,6.9 to 7.3,soybean,2013,2013,3578.0,3523.0,5,10,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
205,2018,USA,Illinois,40.92,-90.72,available,6.9 to 7.3,soybean,2014,2014,4239.0,3963.0,5,10,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
206,2018,USA,Illinois,40.92,-90.72,available,6.9 to 7.3,soybean,2015,2015,4789.0,4459.0,5,10,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
207,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,wheat.winter,2012,2013,6936.0,5890.0,10,7,794.9,573.735,221.165,11.62,28.99329,-8.35604,Loam
208,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,wheat.winter,2013,2014,3743.0,3534.0,10,7,860.4,566.135,294.265,9.56,28.34568,-14.07199,Loam
209,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,wheat.winter,2014,2015,4789.0,5119.0,10,7,901.2,572.522,328.678,10.72,29.30252,-13.9032,Loam
210,2018,USA,Illinois,40.92,-90.72,available,5.7 to 5.9,wheat.winter,2015,2016,3138.0,2862.0,10,7,983.6,599.037,384.563,13.72,30.52077,-8.00098,Loam
211,2004,USA,"Iowa, Benton",40.7,-94.35,available, ,maize,1998,1998,9386.0,9150.0,5,10,729.399971,568.5436623,160.856,20.98333327,29.9216092,7.987771311,Loam
212,2004,USA,"Iowa, Carroll",42.07,-94.85,available, ,maize,1999,1999,11309.0,11339.0,5,10,447.4,528.906,-81.506,18.46667,31.16765,1.95897,Loam
213,2004,USA,"Iowa, Carroll",42.07,-94.85,available, ,maize,1998,1998,9760.0,9463.0,5,10,707.8000107,538.9309508,168.869,20.41666635,29.08774296,5.736031809,Loam
214,2004,USA,"Iowa, Grundy",42.43,-92.85,available, ,maize,1998,1998,9932.0,9673.0,5,10,674.299984,511.1500178,163.15,19.03333314,28.65195588,5.909254013,Loam
215,2004,USA,"Iowa, Grundy",42.43,-92.85,available, ,maize,1999,1999,12043.0,11545.0,5,10,499.9,529.12,-29.22,18.03333,30.45613,2.28318,Loam
216,2004,USA,"Iowa, Linn",42.07,-91.67,available, ,maize,1999,1999,11121.0,10870.0,5,10,432.6,538.349,-105.749,18.55,31.00652,2.87896,Loam
217,2004,USA,"Iowa, Linn",42.07,-91.67,available, ,maize,1998,1998,10559.0,10299.0,5,10,753.7999878,526.6657331,227.134,19.41666667,28.78844624,6.082903954,Loam
218,2011,USA,"Wisconsin, Arlington",43.3,-89.35,silt loam,6.7,soybean,2009,2009,3618.0,2505.0,6,10,448.2,350.139,98.061,16.12,25.14502,2.89311,Loam
219,2002,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1997,1997,8880.0,8730.0,5,10,541.1,542.27,-1.17,15.45,24.91466,4.70061,Sandy loam
220,2002,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1998,1998,6250.0,6380.0,5,10,264.3,585.537,-321.237,17.61667,26.51865,6.44425,Sandy loam
221,2002,Canada,"Ontario, Delhi",42.87,-80.52, , ,maize,1999,1999,2220.0,3880.0,5,10,415.5,591.695,-176.195,17.01667,28.8529,5.31679,Sandy loam
222,2008,India,Varanasi (Udai Pratap Autonomous College),25.35,82.97,sandy clay loam,7.3,wheat.winter,2005,2005,4420.0,4123.0,12,4,70.2,479.659,-409.459,28.58,38.24305,10.03353,Loam
223,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1993,1993,2190.0,3740.0,9,8,384.6,557.414,-172.814,6.83333,27.04705,-18.06313,Loam
224,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1994,1994,910.0,200.0,9,8,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
225,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1995,1995,1620.0,660.0,9,8,368.3,529.115,-160.815,4.98333,28.33247,-20.05344,Loam
226,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1996,1996,450.0,100.0,9,8,414.5,539.329,-124.829,5.125,25.90855,-16.85497,Loam
227,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1997,1997,1370.0,950.0,9,8,447.4,558.456,-111.056,7.79167,28.18016,-16.50908,Loam
228,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1994,1994,580.0,130.0,9,8,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
229,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1994,1994,880.0,290.0,9,8,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
230,2000,Canada,"Alberta, Champion",50.24,-113.15,sandy clay loam,7.7,wheat.winter,1994,1994,1080.0,190.0,9,8,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
231,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2004,2004,12890.0,11240.0,4,10,288.4,390.685,-102.285,14.18571,25.82863,4.04374,Sandy loam
232,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2005,2005,12780.0,8670.0,4,10,271.8,418.851,-147.051,14.98571,25.59155,2.9699,Sandy loam
233,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2006,2006,13810.0,11870.0,4,10,310.0,421.681,-111.681,15.87143,30.38798,4.35968,Sandy loam
234,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2007,2007,21530.0,19500.0,4,10,336.2,411.782,-75.582,14.67143,24.48665,3.57502,Sandy loam
235,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2008,2008,12240.0,10270.0,4,10,301.3,400.28,-98.98,14.67143,25.6385,4.06182,Sandy loam
236,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2009,2009,13590.0,12030.0,4,10,397.9,419.37,-21.47,14.62857,25.18136,5.0761,Sandy loam
237,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2010,2010,14590.0,9740.0,4,10,461.7,387.338,74.362,13.87143,27.23653,2.47817,Sandy loam
238,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2011,2011,14300.0,10590.0,4,10,331.6,415.668,-84.068,15.32857,24.55087,5.82546,Sandy loam
239,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2012,2012,24640.0,15910.0,4,10,423.3,411.656,11.644,14.54286,24.49335,4.0788,Sandy loam
240,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2013,2013,17080.0,11470.0,4,10,378.2,407.489,-29.289,14.91429,26.174,4.26026,Sandy loam
241,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2014,2014,15160.0,11140.0,4,10,416.2,422.759,-6.559,15.64286,27.86493,5.89026,Sandy loam
242,2018,Poland,"Poznań University of Life Sciences, Poznan",52.43,16.9,,,maize,2015,2015,16960.0,14810.0,4,10,269.6,413.333,-143.733,14.78571,29.17326,2.91577,Sandy loam
243,2011,Belgium,Maulde,50.62,3.57,Luvisol,6.8,maize,2008,2008,11800.0,13300.0,4,10,526.4,393.164,133.236,14.11429,23.12823,4.51994,Loam
244,2011,Belgium,Maulde,50.62,3.57,Luvisol,6.8,wheat.winter,2006,2006,7700.0,8400.0,10,8,717.7,420.673,297.027,12.76364,22.1966,3.17683,Loam
245,2008,Germany,"‘‘Ihinger Hof’’, University of Hohenheim",48.73,8.93,silty clay, ,wheat.winter,2003,2003,7019.0,6631.0,10,8,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
246,2008,Germany,"‘‘Ihinger Hof’’, University of Hohenheim",48.73,8.93,silty clay, ,wheat.winter,2003,2003,6243.0,5467.0,10,8,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
247,2008,Germany,"‘‘Ihinger Hof’’, University of Hohenheim",48.73,8.93,silty clay, ,wheat.winter,2003,2003,4821.0,3877.0,10,8,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
248,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,barley.spring,2014,2014,2531.0,1265.0,4,8,627.6,414.538,213.062,16.68,26.95057,8.2764,Loam
249,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,maize,2008,2008,8553.0,6065.0,4,10,527.7,498.005,29.695,16.12857,28.04123,6.77226,Loam
250,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,maize,2012,2012,3884.0,5716.0,4,10,466.1,518.456,-52.356,17.2,31.69037,6.63699,Loam
251,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,soybean,2009,2009,3536.0,2269.0,5,10,386.9,447.43,-60.53,17.48333,29.11276,7.30111,Loam
252,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,wheat.winter,2009,2010,3273.0,2924.0,10,8,1298.6,524.57,774.03,11.10909,28.40448,-2.26251,Loam
253,2018,Croatia,Stagnosols,45.93,17.02,Pseudogley,,wheat.winter,2012,2013,6153.0,3316.0,10,8,1120.6,539.132,581.468,11.3,29.08915,-1.38852,Loam
254,2008,Argentina,"Semiarid Pampean Region, Anguil Experimental Station ",-36.5,-63.82,loamy,6.1,maize,2002,2002,6140.0,8160.0,10,4,400.4,731.247,-330.847,22.1,33.71338,9.23935,Loam
255,2008,Argentina,"Semiarid Pampean Region, Anguil Experimental Station ",-36.5,-63.82,loamy,6.1,wheat.winter,2002,2002,2600.0,3340.0,6,12,410.4,437.897,-27.497,13.38571,28.49724,0.06973,Loam
256,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1987,1987,1571.0,1712.0,5,10,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
257,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1987,1987,969.0,1047.0,5,10,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
258,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1987,1987,1332.0,1437.0,5,10,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
259,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1987,1987,837.0,871.0,5,10,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
260,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1988,1988,1113.0,1234.0,5,10,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
261,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1988,1988,971.0,991.0,5,10,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
262,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1988,1988,612.0,624.0,5,10,370.3000023,556.6412942,-186.341,21.40000025,31.78707479,8.350496354,Loam
263,1994,USA,"Texas, Halfway",34.18,-101.95,loamy, ,cotton,1988,1988,439.0,380.0,5,10,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
264,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2005,2005,2800.0,2500.0,11,4,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
265,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2005,2005,3500.0,2700.0,11,4,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
266,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2006,2006,2800.0,2420.0,11,4,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
267,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2006,2006,3200.0,2650.0,11,4,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
268,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2007,2007,2760.0,2400.0,11,4,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
269,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2007,2007,3000.0,2600.0,11,4,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
270,2010,Argentina,Pampas,-34.45,-58.67," fine clayey, illitic, thermic Typical Argiudol;",6,soybean,2005,2005,3300.0,2700.0,11,4,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
